date.yyyymmdd	Qsim	Qobs	Pobs	Psim	Temp	act.ET	pot.ET	snow	SM	rcharge	STZ	SUZ	SLZ	Q.K0	Q.K1	Q.K2
1992-01-01	0.015	0.005	0	-0.05	2.8	0.45	0.81	0	105.8	0	0	0.6	1.5	0	0.031	0.003
1992-01-02	0.015	0.005	0	0	4.6	0.5	0.91	0	105.3	0	0	0.5	1.5	0	0.03	0.003
1992-01-03	0.014	0.005	0	-0.01	4.3	0.49	0.9	0	104.8	0	0	0.5	1.5	0	0.028	0.003
1992-01-04	0.014	0.005	0	0.04	2.5	0.44	0.81	0	104.4	0	0	0.5	1.5	0	0.027	0.003
1992-01-05	0.013	0.005	0	-0.06	2.5	0.44	0.82	0	103.9	0	0	0.5	1.4	0	0.025	0.003
1992-01-06	0.013	0.005	0	0.06	3.1	0.46	0.86	0	103.5	0	0	0.4	1.4	0	0.024	0.003
1992-01-07	0.012	0.005	0.1	0.1	4.5	0.5	0.94	0	103.1	0	0	0.4	1.4	0	0.023	0.003
1992-01-08	0.012	0.005	0.4	0.37	6.9	0.57	1.07	0	102.9	0	0	0.4	1.4	0	0.022	0.003
1992-01-09	0.011	0.005	0.4	0.33	5.3	0.53	0.99	0	102.7	0	0	0.4	1.4	0	0.021	0.003
1992-01-10	0.011	0.005	0	-0.04	2.9	0.46	0.87	0	102.2	0	0	0.4	1.4	0	0.021	0.003
1992-01-11	0.011	0.005	0	0.02	1.4	0.42	0.79	0	101.8	0	0	0.4	1.4	0	0.02	0.003
1992-01-12	0.011	0.005	0.1	0.04	2.1	0.44	0.84	0	101.4	0	0	0.4	1.4	0	0.019	0.003
1992-01-13	0.01	0.005	0	0.04	2.1	0.44	0.84	0	101	0	0	0.4	1.4	0	0.019	0.003
1992-01-14	0.01	0.005	0	0	4.1	0.5	0.96	0	100.5	0	0	0.3	1.4	0	0.018	0.003
1992-01-15	0.01	0.005	0.1	0.09	3.8	0.49	0.95	0	100.1	0	0	0.3	1.4	0	0.017	0.003
1992-01-16	0.009	0.005	0	-0.03	3	0.47	0.9	0	99.6	0	0	0.3	1.4	0	0.016	0.003
1992-01-17	0.009	0.005	0	0.06	2.6	0.46	0.9	0	99.2	0	0	0.3	1.4	0	0.015	0.003
1992-01-18	0.009	0.005	0	-0.03	2.6	0.47	0.91	0	98.7	0	0	0.3	1.4	0	0.015	0.003
1992-01-19	0.008	0.005	0	-0.03	2.6	0.47	0.93	0	98.2	0	0	0.3	1.4	0	0.014	0.003
1992-01-20	0.008	0.005	0	0.05	1.5	0.45	0.88	0	97.8	0	0	0.3	1.4	0	0.013	0.003
1992-01-21	0.008	0.005	0	-0.05	1.4	0.45	0.88	0	97.3	0	0	0.2	1.3	0	0.013	0.003
1992-01-22	0.008	0.005	0.5	0.46	1.5	0.46	0.9	0	97.3	0	0	0.3	1.3	0	0.012	0.003
1992-01-23	0.008	0.005	0.4	0.2	-0.4	0.4	0.8	0.2	96.9	0	0	0.2	1.3	0	0.012	0.003
1992-01-24	0.007	0.005	0.1	0	1.9	0	0.96	0	97.1	0	0	0.2	1.3	0	0.012	0.003
1992-01-25	0.007	0.005	0	0.06	3.9	0.56	1.1	0	96.6	0	0	0.2	1.3	0	0.011	0.003
1992-01-26	0.007	0.005	0	-0.04	3.9	0.56	1.12	0	96	0	0	0.2	1.3	0	0.011	0.003
1992-01-27	0.007	0.005	0	0.02	2.5	0.52	1.04	0	95.5	0	0	0.2	1.3	0	0.011	0.003
1992-01-28	0.007	0.005	0	0.03	2.8	0.53	1.08	0	95	0	0	0.2	1.3	0	0.01	0.002
1992-01-29	0.007	0.005	0	0.01	4.9	0.61	1.24	0	94.4	0	0	0.2	1.3	0	0.01	0.002
1992-01-30	0.006	0.005	0.3	0.25	5.8	0.65	1.32	0	94	0	0	0.2	1.3	0	0.009	0.002
1992-01-31	0.006	0.005	0	0.05	5.7	0.65	1.33	0	93.4	0	0	0.2	1.3	0	0.009	0.002
1992-02-01	0.006	0.005	0	0.03	5	0.63	1.3	0	92.8	0	0	0.2	1.3	0	0.009	0.002
1992-02-02	0.006	0.005	0	-0.06	5.4	0.64	1.35	0	92.1	0	0	0.2	1.3	0	0.008	0.002
1992-02-03	0.006	0.005	0	0.04	5.2	0.64	1.35	0	91.5	0	0	0.2	1.3	0	0.008	0.002
1992-02-04	0.006	0.005	0	-0.03	6	0.67	1.43	0	90.8	0	0	0.2	1.2	0	0.008	0.002
1992-02-05	0.005	0.005	0	-0.05	8	0.75	1.6	0	90	0	0	0.1	1.2	0	0.007	0.002
1992-02-06	0.005	0.005	0	0.05	8	0.75	1.62	0	89.3	0	0	0.1	1.2	0	0.007	0.002
1992-02-07	0.005	0.005	0	-0.03	8.4	0.77	1.67	0	88.5	0	0	0.1	1.2	0	0.007	0.002
1992-02-08	0.005	0.005	0	0.04	7.4	0.74	1.61	0	87.8	0	0	0.1	1.2	0	0.006	0.002
1992-02-09	0.005	0.005	0	0.01	6.7	0.71	1.57	0	87.1	0	0	0.1	1.2	0	0.006	0.002
1992-02-10	0.005	0.005	0	-0.08	6.8	0.72	1.6	0	86.3	0	0	0.1	1.2	0	0.006	0.002
1992-02-11	0.005	0.005	0	0.07	8.2	0.77	1.74	0	85.6	0	0	0.1	1.2	0	0.005	0.002
1992-02-12	0.005	0.005	1.8	1.87	7.8	0.77	1.72	0	86.6	0.1	0	0.2	1.2	0	0.006	0.002
1992-02-13	0.005	0.005	0.1	0.04	6.8	0.74	1.65	0	85.9	0	0	0.2	1.2	0	0.006	0.002
1992-02-14	0.005	0.005	0	0.02	6.4	0.72	1.63	0	85.2	0	0	0.1	1.1	0	0.007	0.002
1992-02-15	0.005	0.005	0	0.01	8.3	0.81	1.83	0	84.4	0	0	0.1	1.1	0	0.007	0.002
1992-02-16	0.005	0.005	0	0.01	8.3	0.81	1.86	0	83.6	0	0	0.1	1.1	0	0.006	0.002
1992-02-17	0.005	0.005	0.4	0.41	8.2	0.81	1.88	0	83.2	0	0	0.1	1.1	0	0.006	0.002
1992-02-18	0.006	0.005	18.8	18.64	6.8	0.84	1.78	0	100.2	0.8	0	0.7	1.2	0	0.01	0.002
1992-02-19	0.012	0.005	12.4	12.4	3.3	0.8	1.45	0	111	0.8	0	1.2	1.3	0	0.026	0.002
1992-02-20	0.022	0.006	8.8	8.74	2.8	0.84	1.42	0	118.2	0.7	0	1.6	1.4	0	0.051	0.002
1992-02-21	0.031	0.008	0.2	0.19	3	0.89	1.46	0	117.5	0	0	1.6	1.4	0	0.074	0.002
1992-02-22	0.036	0.006	0	0.03	3.6	0.93	1.54	0	116.6	0	0	1.5	1.5	0	0.084	0.003
1992-02-23	0.035	0.006	0.1	0	4.6	1	1.66	0	115.6	0	0	1.4	1.5	0	0.083	0.003
1992-02-24	0.035	0.005	6.4	6.32	4.5	1.02	1.67	0	120.4	0.5	0	1.7	1.6	0	0.081	0.003
1992-02-25	0.037	0.006	1.4	1.45	5.8	1.15	1.83	0	120.6	0.1	0	1.7	1.6	0	0.086	0.003
1992-02-26	0.039	0.006	0	0.01	6.6	1.21	1.94	0	119.4	0	0	1.6	1.7	0	0.091	0.003
1992-02-27	0.039	0.005	0.1	0.01	6.5	1.21	1.95	0	118.2	0	0	1.5	1.7	0	0.09	0.003
1992-02-28	0.037	0.005	0	0.04	7	1.24	2.03	0	117	0	0	1.4	1.8	0	0.086	0.003
1992-02-29	0.036	0.005	0.1	0.05	7.3	1.25	2.07	0	115.8	0	0	1.4	1.8	0	0.081	0.003
1992-03-01	0.034	0.005	1	1.09	7.8	1.29	2.15	0	115.5	0.1	0	1.4	1.8	0	0.077	0.003
1992-03-02	0.033	0.005	0.5	0.4	7.8	1.3	2.17	0	114.6	0	0	1.3	1.9	0	0.074	0.003
1992-03-03	0.033	0.005	0.3	0.28	7.5	1.28	2.16	0	113.6	0	0	1.3	1.9	0	0.072	0.004
1992-03-04	0.032	0.005	0.4	0.32	8	1.32	2.24	0	112.6	0	0	1.2	2	0	0.07	0.004
1992-03-05	0.031	0.005	0	0	9.1	1.4	2.41	0	111.2	0	0	1.2	2	0	0.067	0.004
1992-03-06	0.03	0.005	0	0.06	10	1.46	2.55	0	109.8	0	0	1.1	2	0	0.064	0.004
1992-03-07	0.028	0.005	0	-0.01	10.4	1.49	2.62	0	108.3	0	0	1	2	0	0.06	0.004
1992-03-08	0.027	0.005	0	-0.05	11.3	1.55	2.77	0	106.7	0	0	1	2	0	0.057	0.004
1992-03-09	0.026	0.005	0.1	0.1	9.4	1.4	2.54	0	105.4	0	0	0.9	2	0	0.054	0.004
1992-03-10	0.025	0.005	0	-0.05	8.9	1.35	2.49	0	104	0	0	0.9	2	0	0.051	0.004
1992-03-11	0.024	0.005	0	-0.03	9.3	1.37	2.56	0	102.6	0	0	0.9	1.9	0	0.048	0.004
1992-03-12	0.023	0.005	0	0.03	10.1	1.43	2.7	0	101.2	0	0	0.8	1.9	0	0.046	0.004
1992-03-13	0.022	0.005	0	0.02	10.1	1.42	2.72	0	99.8	0	0	0.8	1.9	0	0.043	0.004
1992-03-14	0.021	0.005	0	-0.02	11.1	1.48	2.89	0	98.3	0	0	0.7	1.9	0	0.041	0.004
1992-03-15	0.02	0.005	0	-0.01	11.4	1.49	2.96	0	96.8	0	0	0.7	1.9	0	0.039	0.004
1992-03-16	0.019	0.005	0	-0.05	12.4	1.55	3.11	0	95.2	0	0	0.7	1.9	0	0.037	0.004
1992-03-17	0.018	0.005	0.1	0.03	12.4	1.53	3.13	0	93.7	0	0	0.6	1.8	0	0.035	0.004
1992-03-18	0.017	0.005	0	-0.02	13.3	1.58	3.29	0	92.1	0	0	0.6	1.8	0	0.033	0.004
1992-03-19	0.017	0.004	0	0.05	13	1.55	3.27	0	90.6	0	0	0.6	1.8	0	0.031	0.003
1992-03-20	0.016	0.004	0	0.05	13.3	1.55	3.34	0	89.1	0	0	0.5	1.8	0	0.03	0.003
1992-03-21	0.015	0.004	0	-0.06	14.7	1.64	3.58	0	87.4	0	0	0.5	1.7	0	0.028	0.003
1992-03-22	0.015	0.004	0	0.03	14.9	1.63	3.64	0	85.8	0	0	0.5	1.7	0	0.027	0.003
1992-03-23	0.014	0.004	0.5	0.52	13.5	1.52	3.44	0	84.8	0	0	0.5	1.7	0	0.026	0.003
1992-03-24	0.014	0.004	0.7	0.6	7.7	1.1	2.51	0	84.3	0	0	0.5	1.7	0	0.025	0.003
1992-03-25	0.013	0.004	0.1	0.16	4.4	0.86	1.98	0	83.6	0	0	0.5	1.7	0	0.024	0.003
1992-03-26	0.013	0.004	1.5	1.46	3.1	0.76	1.77	0	84.3	0	0	0.5	1.7	0	0.023	0.003
1992-03-27	0.013	0.004	0.3	0.3	4.9	0.9	2.08	0	83.7	0	0	0.5	1.7	0	0.023	0.003
1992-03-28	0.013	0.004	0.1	0.02	5.3	0.92	2.15	0	82.8	0	0	0.4	1.7	0	0.023	0.003
1992-03-29	0.012	0.004	0.3	0.3	6.4	1	2.35	0	82.1	0	0	0.4	1.6	0	0.022	0.003
1992-03-30	0.013	0.004	10.7	10.65	6.3	1.05	2.34	0	91.3	0.4	0	0.7	1.7	0	0.023	0.003
1992-03-31	0.015	0.005	2.7	2.76	4.4	0.96	2.01	0	93	0.1	0	0.7	1.7	0	0.028	0.003
1992-04-01	0.017	0.005	3.9	3.9	5.7	1.1	2.25	0	95.6	0.2	0	0.8	1.7	0	0.034	0.003
1992-04-02	0.02	0.005	8.4	8.36	7.9	1.36	2.65	0	102.2	0.4	0	1	1.8	0	0.04	0.003
1992-04-03	0.023	0.005	8.2	8.22	8.6	1.52	2.78	0	108.4	0.5	0	1.3	1.8	0	0.05	0.003
1992-04-04	0.029	0.006	4.3	4.25	8.2	1.55	2.72	0	110.8	0.3	0	1.4	1.9	0	0.063	0.003
1992-04-05	0.033	0.006	0.6	0.58	8.4	1.58	2.77	0	109.8	0	0	1.4	1.9	0	0.073	0.003
1992-04-06	0.035	0.005	2.5	2.43	6.9	1.43	2.5	0	110.6	0.2	0	1.4	1.9	0	0.077	0.004
1992-04-07	0.035	0.005	1.6	1.64	8.8	1.64	2.86	0	110.5	0.1	0	1.4	2	0	0.077	0.004
1992-04-08	0.035	0.005	0.5	0.46	9	1.66	2.91	0	109.3	0	0	1.4	2	0	0.078	0.004
1992-04-09	0.035	0.005	0	-0.09	9.6	1.71	3.03	0	107.5	0	0	1.3	2	0	0.076	0.004
1992-04-10	0.034	0.005	0	0.06	9.4	1.66	3	0	105.9	0	0	1.2	2	0	0.073	0.004
1992-04-11	0.032	0.005	0	-0.07	11.2	1.83	3.36	0	104	0	0	1.2	2	0	0.069	0.004
1992-04-12	0.031	0.005	0	-0.01	12	1.89	3.53	0	102.1	0	0	1.1	2.1	0	0.065	0.004
1992-04-13	0.029	0.005	0.1	0.1	12.4	1.9	3.63	0	100.3	0	0	1.1	2.1	0	0.062	0.004
1992-04-14	0.028	0.005	0	-0.02	13.4	1.98	3.84	0	98.3	0	0	1	2.1	0	0.058	0.004
1992-04-15	0.027	0.004	0	-0.06	12.4	1.84	3.65	0	96.4	0	0	1	2.1	0	0.055	0.004
1992-04-16	0.026	0.004	0	0.02	9.5	1.52	3.07	0	94.9	0	0	0.9	2.1	0	0.052	0.004
1992-04-17	0.024	0.004	0	0.03	8.8	1.43	2.93	0	93.5	0	0	0.9	2.1	0	0.049	0.004
1992-04-18	0.023	0.004	0	-0.02	13.5	1.88	3.92	0	91.6	0	0	0.8	2.1	0	0.047	0.004
1992-04-19	0.022	0.004	0	-0.02	14.9	1.98	4.22	0	89.6	0	0	0.8	2.1	0	0.044	0.004
1992-04-20	0.021	0.004	0	-0.06	15.9	2.04	4.45	0	87.5	0	0	0.7	2	0	0.042	0.004
1992-04-21	0.021	0.004	0	0.04	17.3	2.14	4.77	0	85.4	0	0	0.7	2	0	0.04	0.004
1992-04-22	0.02	0.004	0	0.03	17.7	2.13	4.87	0	83.3	0	0	0.7	2	0	0.038	0.004
1992-04-23	0.019	0.004	0	-0.01	17.8	2.09	4.91	0	81.2	0	0	0.6	2	0	0.036	0.004
1992-04-24	0.018	0.004	0	-0.02	18.2	2.08	5.02	0	79.1	0	0	0.6	1.9	0	0.034	0.004
1992-04-25	0.017	0.004	0	-0.05	18.4	2.05	5.09	0	77	0	0	0.6	1.9	0	0.032	0.004
1992-04-26	0.016	0.004	0	-0.03	19.1	2.07	5.26	0	74.9	0	0	0.6	1.9	0	0.03	0.004
1992-04-27	0.016	0.004	0	0.01	19	2.01	5.26	0	72.9	0	0	0.5	1.8	0	0.029	0.004
1992-04-28	0.015	0.004	0	0.01	18.4	1.91	5.14	0	71	0	0	0.5	1.8	0	0.027	0.004
1992-04-29	0.014	0.004	0	-0.08	13.2	1.42	3.94	0	69.5	0	0	0.5	1.8	0	0.026	0.003
1992-04-30	0.014	0.004	0.2	0.26	14	1.46	4.13	0	68.3	0	0	0.5	1.7	0	0.025	0.003
1992-05-01	0.013	0.004	3.1	3.08	15.3	1.58	4.45	0	69.7	0.1	0	0.5	1.7	0	0.024	0.003
1992-05-02	0.013	0.004	1.9	1.88	11.6	1.28	3.56	0	70.3	0	0	0.5	1.7	0	0.023	0.003
1992-05-03	0.013	0.004	0.6	0.62	9.7	1.12	3.1	0	69.8	0	0	0.5	1.7	0	0.024	0.003
1992-05-04	0.013	0.004	0	-0.03	11.6	1.27	3.56	0	68.5	0	0	0.4	1.7	0	0.023	0.003
1992-05-05	0.013	0.004	0.3	0.31	13.5	1.41	4.03	0	67.4	0	0	0.4	1.7	0	0.022	0.003
1992-05-06	0.012	0.004	1.9	1.92	14.8	1.52	4.35	0	67.8	0	0	0.4	1.6	0	0.021	0.003
1992-05-07	0.012	0.004	0.3	0.26	15.4	1.56	4.51	0	66.5	0	0	0.4	1.6	0	0.021	0.003
1992-05-08	0.012	0.004	0	0	16.2	1.6	4.71	0	64.9	0	0	0.4	1.6	0	0.02	0.003
1992-05-09	0.011	0.004	0	-0.04	17.4	1.66	5.03	0	63.2	0	0	0.4	1.6	0	0.02	0.003
1992-05-10	0.011	0.004	0	0.02	18.6	1.72	5.34	0	61.5	0	0	0.4	1.5	0	0.019	0.003
1992-05-11	0.011	0.004	0	0.03	19.3	1.73	5.53	0	59.8	0	0	0.3	1.5	0	0.018	0.003
1992-05-12	0.01	0.004	0.1	0.04	20	1.74	5.73	0	58.1	0	0	0.3	1.5	0	0.017	0.003
1992-05-13	0.01	0.004	0.1	-0.01	20	1.69	5.74	0	56.4	0	0	0.3	1.4	0	0.016	0.003
1992-05-14	0.009	0.004	0.7	0.76	20.1	1.66	5.78	0	55.5	0	0	0.3	1.4	0	0.015	0.003
1992-05-15	0.009	0.004	0	-0.04	20.5	1.66	5.89	0	53.8	0	0	0.3	1.4	0	0.015	0.003
1992-05-16	0.009	0.004	0	0.05	21	1.65	6.03	0	52.2	0	0	0.3	1.3	0	0.014	0.003
1992-05-17	0.008	0.004	0	0.01	21.2	1.61	6.09	0	50.6	0	0	0.3	1.3	0	0.013	0.003
1992-05-18	0.008	0.004	1.1	1.02	21.7	1.62	6.24	0	50	0	0	0.3	1.3	0	0.013	0.003
1992-05-19	0.008	0.004	0.5	0.53	20.8	1.53	6	0	49	0	0	0.2	1.3	0	0.012	0.003
1992-05-20	0.008	0.004	1.4	1.27	20.2	1.47	5.84	0	48.8	0	0	0.2	1.2	0	0.012	0.002
1992-05-21	0.007	0.004	1.3	1.25	20	1.45	5.79	0	48.6	0	0	0.2	1.2	0	0.012	0.002
1992-05-22	0.007	0.004	0.3	0.26	19	1.36	5.5	0	47.5	0	0	0.2	1.2	0	0.011	0.002
1992-05-23	0.007	0.004	3.7	3.75	15.9	1.15	4.59	0	50.1	0	0	0.2	1.2	0	0.011	0.002
1992-05-24	0.007	0.004	0.2	0.1	16.3	1.2	4.7	0	49	0	0	0.2	1.1	0	0.011	0.002
1992-05-25	0.007	0.004	0	0.02	17	1.22	4.89	0	47.8	0	0	0.2	1.1	0	0.011	0.002
1992-05-26	0.007	0.004	0	0.04	19.1	1.34	5.51	0	46.5	0	0	0.2	1.1	0	0.01	0.002
1992-05-27	0.006	0.003	0.1	0.04	18.3	1.24	5.26	0	45.3	0	0	0.2	1	0	0.01	0.002
1992-05-28	0.006	0.003	3.7	3.72	16.4	1.12	4.66	0	47.9	0	0	0.2	1	0	0.01	0.002
1992-05-29	0.006	0.003	11.6	11.49	15.5	1.19	4.36	0	58.1	0.1	0	0.3	1.1	0	0.01	0.002
1992-05-30	0.007	0.004	9.4	9.41	16.6	1.51	4.68	0	65.8	0.2	0	0.4	1.1	0	0.012	0.002
1992-05-31	0.008	0.005	0.4	0.41	16.8	1.61	4.72	0	64.6	0	0	0.4	1.1	0	0.016	0.002
1992-06-01	0.009	0.004	0.8	0.82	15.4	1.42	4.25	0	64	0	0	0.4	1.1	0	0.018	0.002
1992-06-02	0.009	0.004	0.2	0.19	15.4	1.39	4.22	0	62.8	0	0	0.3	1.1	0	0.018	0.002
1992-06-03	0.009	0.004	0.3	0.17	14.6	1.27	3.93	0	61.7	0	0	0.3	1	0	0.017	0.002
1992-06-04	0.009	0.004	0	0.02	14.4	1.22	3.84	0	60.5	0	0	0.3	1	0	0.016	0.002
1992-06-05	0.008	0.004	0.1	0.13	13.9	1.13	3.63	0	59.5	0	0	0.3	1	0	0.016	0.002
1992-06-06	0.008	0.003	2.8	2.78	13.5	1.08	3.46	0	61.2	0	0	0.3	1	0	0.015	0.002
1992-06-07	0.008	0.003	0.6	0.54	13.1	1.04	3.28	0	60.7	0	0	0.3	1	0	0.015	0.002
1992-06-08	0.008	0.004	3	3.15	14.1	1.15	3.58	0	62.6	0.1	0	0.3	1	0	0.015	0.002
1992-06-09	0.008	0.004	1.4	1.3	13.6	1.1	3.37	0	62.8	0	0	0.3	1	0	0.016	0.002
1992-06-10	0.008	0.004	0.3	0.31	13	1.01	3.12	0	62.1	0	0	0.3	1	0	0.016	0.002
1992-06-11	0.008	0.003	0.3	0.32	14.2	1.12	3.49	0	61.3	0	0	0.3	1	0	0.016	0.002
1992-06-12	0.008	0.003	6.1	6.02	14.9	1.22	3.69	0	66	0.1	0	0.4	1	0	0.016	0.002
1992-06-13	0.009	0.003	15.1	15.07	14.1	1.27	3.36	0	79.4	0.4	0	0.6	1.1	0	0.019	0.002
1992-06-14	0.012	0.005	6.5	6.38	13.9	1.38	3.24	0	84.2	0.2	0	0.8	1.1	0	0.026	0.002
1992-06-15	0.017	0.005	15.3	15.3	14.4	1.6	3.37	0	97.2	0.7	0	1.2	1.2	0	0.038	0.002
1992-06-16	0.022	0.005	2.7	2.63	15.6	1.93	3.78	0	97.7	0.2	0	1.3	1.2	0	0.053	0.002
1992-06-17	0.027	0.005	2.8	2.86	16.8	2.16	4.2	0	98.2	0.2	0	1.3	1.3	0	0.065	0.002
1992-06-18	0.029	0.005	0.8	0.67	18.1	2.37	4.65	0	96.5	0	0	1.3	1.3	0	0.069	0.002
1992-06-19	0.029	0.004	0.1	-0.01	18.5	2.39	4.78	0	94.1	0	0	1.2	1.3	0	0.069	0.002
1992-06-20	0.028	0.004	1.3	1.36	17	2.06	4.2	0	93.3	0.1	0	1.2	1.3	0	0.067	0.002
1992-06-21	0.027	0.004	1.5	1.49	15.1	1.69	3.48	0	93	0.1	0	1.2	1.3	0	0.065	0.002
1992-06-22	0.034	0.004	44	43.94	14.7	1.94	3.31	0	131.5	3.5	0	3.5	1.7	0	0.082	0.003
1992-06-23	0.058	0.005	9.1	9.02	13.6	2.02	2.87	0	137.4	1.1	0	4	1.8	0	0.141	0.003
1992-06-24	0.084	0.006	0.4	0.33	15.1	2.43	3.4	0	135.3	0	0	3.8	1.9	0	0.205	0.003
1992-06-25	0.093	0.005	0	0	17.9	3.1	4.42	0	132.2	0	0	3.6	2	0	0.227	0.003
1992-06-26	0.091	0.005	0	-0.03	20.1	3.57	5.22	0	128.6	0	0	3.4	2.1	0	0.22	0.004
1992-06-27	0.086	0.005	0	-0.02	21.8	3.88	5.83	0	124.7	0	0	3.2	2.2	0	0.207	0.004
1992-06-28	0.081	0.005	0	0.04	22.6	3.94	6.11	0	120.8	0	0	3.1	2.2	0	0.194	0.004
1992-06-29	0.077	0.005	0	-0.03	22.5	3.77	6.05	0	117	0	0	2.9	2.3	0	0.183	0.004
1992-06-30	0.073	0.005	0	-0.06	21.2	3.34	5.54	0	113.6	0	0	2.7	2.4	0	0.172	0.004
1992-07-01	0.069	0.004	0	-0.01	20.1	2.99	5.11	0	110.6	0	0	2.6	2.4	0	0.162	0.004
1992-07-02	0.066	0.004	0	-0.02	21.4	3.18	5.57	0	107.4	0	0	2.4	2.5	0	0.152	0.005
1992-07-03	0.063	0.004	0	-0.02	22.9	3.38	6.12	0	104	0	0	2.3	2.5	0	0.144	0.005
1992-07-04	0.059	0.004	0	-0.02	23.5	3.38	6.33	0	100.6	0	0	2.2	2.6	0	0.135	0.005
1992-07-05	0.056	0.004	0	-0.01	21.1	2.79	5.4	0	97.8	0	0	2.1	2.6	0	0.127	0.005
1992-07-06	0.054	0.004	0.1	0.07	19.9	2.47	4.92	0	95.4	0	0	2	2.7	0	0.12	0.005
1992-07-07	0.051	0.004	0.4	0.41	20.5	2.51	5.12	0	93.3	0	0	1.9	2.7	0	0.113	0.005
1992-07-08	0.049	0.004	0	-0.08	21.5	2.62	5.48	0	90.6	0	0	1.8	2.6	0	0.107	0.005
1992-07-09	0.047	0.004	0	0.01	22.5	2.71	5.84	0	87.9	0	0	1.7	2.6	0	0.101	0.005
1992-07-10	0.044	0.004	0	-0.06	22.6	2.64	5.86	0	85.2	0	0	1.6	2.6	0	0.096	0.005
1992-07-11	0.042	0.004	0.1	0.1	22.9	2.6	5.95	0	82.7	0	0	1.5	2.5	0	0.09	0.005
1992-07-12	0.04	0.004	0	0	24.7	2.8	6.63	0	79.9	0	0	1.4	2.5	0	0.085	0.005
1992-07-13	0.038	0.004	0	-0.03	25.8	2.87	7.03	0	77	0	0	1.4	2.4	0	0.081	0.005
1992-07-14	0.036	0.004	0	-0.02	26.6	2.88	7.32	0	74.1	0	0	1.3	2.4	0	0.076	0.005
1992-07-15	0.035	0.004	0.3	0.28	26.7	2.78	7.34	0	71.6	0	0	1.2	2.3	0	0.072	0.005
1992-07-16	0.033	0.004	0.1	0.01	26.2	2.61	7.15	0	69	0	0	1.2	2.3	0	0.068	0.005
1992-07-17	0.031	0.004	0	0.01	26.2	2.51	7.13	0	66.5	0	0	1.1	2.3	0	0.064	0.004
1992-07-18	0.03	0.004	0	-0.03	26.7	2.47	7.31	0	64	0	0	1.1	2.2	0	0.061	0.004
1992-07-19	0.028	0.004	0	0.06	26.6	2.36	7.25	0	61.7	0	0	1	2.2	0	0.058	0.004
1992-07-20	0.027	0.004	0.4	0.34	27.2	2.34	7.47	0	59.7	0	0	1	2.1	0	0.054	0.004
1992-07-21	0.026	0.004	0	-0.06	25.3	2.04	6.73	0	57.6	0	0	0.9	2.1	0	0.052	0.004
1992-07-22	0.025	0.004	0	-0.04	25.3	1.96	6.71	0	55.6	0	0	0.9	2	0	0.049	0.004
1992-07-23	0.024	0.003	0.1	0.11	26.4	2.01	7.11	0	53.7	0	0	0.8	2	0	0.046	0.004
1992-07-24	0.022	0.003	0.3	0.35	26.5	1.95	7.14	0	52.1	0	0	0.8	2	0	0.044	0.004
1992-07-25	0.021	0.003	0	-0.04	26.3	1.86	7.04	0	50.2	0	0	0.7	1.9	0	0.042	0.004
1992-07-26	0.021	0.003	0	0.06	27.1	1.86	7.33	0	48.4	0	0	0.7	1.9	0	0.039	0.004
1992-07-27	0.02	0.002	0.1	0.03	27.6	1.83	7.49	0	46.6	0	0	0.7	1.8	0	0.037	0.004
1992-07-28	0.019	0.002	0.3	0.28	27.8	1.78	7.55	0	45.1	0	0	0.6	1.8	0	0.035	0.004
1992-07-29	0.018	0.002	2	2	27.2	1.7	7.31	0	45.4	0	0	0.6	1.8	0	0.034	0.003
1992-07-30	0.017	0.002	0.2	0.18	26.1	1.58	6.89	0	44	0	0	0.6	1.7	0	0.032	0.003
1992-07-31	0.016	0.002	1.1	1.08	26.5	1.58	7.02	0	43.5	0	0	0.6	1.7	0	0.031	0.003
1992-08-01	0.016	0.002	2.8	2.83	27	1.63	7.18	0	44.7	0	0	0.5	1.6	0	0.029	0.003
1992-08-02	0.015	0.002	1.3	1.26	27.2	1.66	7.24	0	44.3	0	0	0.5	1.6	0	0.028	0.003
1992-08-03	0.015	0.002	0.1	0.04	27.4	1.64	7.29	0	42.7	0	0	0.5	1.6	0	0.027	0.003
1992-08-04	0.014	0.002	0.3	0.25	28.4	1.65	7.63	0	41.3	0	0	0.5	1.5	0	0.026	0.003
1992-08-05	0.014	0.002	0.8	0.84	28.8	1.64	7.75	0	40.5	0	0	0.5	1.5	0	0.024	0.003
1992-08-06	0.013	0.002	0.9	0.9	28.8	1.6	7.73	0	39.8	0	0	0.4	1.4	0	0.023	0.003
1992-08-07	0.013	0.002	2.1	2.09	28.7	1.59	7.67	0	40.3	0	0	0.4	1.4	0	0.022	0.003
1992-08-08	0.012	0.002	0	-0.01	24.9	1.29	6.31	0	39	0	0	0.4	1.4	0	0.021	0.003
1992-08-09	0.012	0.002	0	0.03	20.3	0.93	4.69	0	38.1	0	0	0.4	1.3	0	0.02	0.003
1992-08-10	0.011	0.002	0	0.07	21.3	0.97	5.03	0	37.2	0	0	0.4	1.3	0	0.019	0.003
1992-08-11	0.011	0.002	0	-0.08	22.5	1.02	5.43	0	36.1	0	0	0.4	1.3	0	0.018	0.003
1992-08-12	0.01	0.002	0	0.08	23.9	1.08	5.91	0	35.1	0	0	0.3	1.3	0	0.018	0.003
1992-08-13	0.01	0.002	0	-0.01	24.6	1.09	6.13	0	34	0	0	0.3	1.2	0	0.017	0.002
